#CYaaS and Get Compliance-Ready with Office 365;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR3150;Azure Identity, Azure, Azure Integration, Azure Blockchain, Azure Developer Tools, Azure Compute, Azure AI + Machine Learning, Azure Media, Azure Analytics, Azure Databases, Azure DevOps , Azure Internet of Things, Azure Management and Governance, Azure Containers, Azure Mixed Reality, Azure Mobile, Azure Microsoft Azure Stack, Azure Storage, Azure Security, Azure Web, Azure Migration, Azure Networking;https://myignite.techcommunity.microsoft.com/sessions/85236;Partner Led Session;https://medius.studios.ms/video/asset/PPT/IG19-THR3150
Accelerating your onboarding to Microsoft Teams;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR3107;Microsoft 365 Meetings and Voice, Microsoft 365, Microsoft 365 Files and Content;https://myignite.techcommunity.microsoft.com/sessions/83877;Session;
Accessibility best practices from inside the Microsoft enterprise;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR1115;;https://myignite.techcommunity.microsoft.com/sessions/84573;Session;
Accessibility for everyone: Building solutions for real people;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2010;Azure AI + Machine Learning, Azure, Microsoft 365 Applications, Microsoft 365;https://myignite.techcommunity.microsoft.com/sessions/80009;;https://medius.studios.ms/video/asset/PPT/IG19-THR2010
Accessibility in the Microsoft Power Platform;;Power Platform Power BI, Power Platform, Power Platform PowerApps;https://myignite.techcommunity.microsoft.com/sessions/79533;;
Accessibility is everyone’s job at Microsoft – hear best practices from our own IT pros;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2258;;https://myignite.techcommunity.microsoft.com/sessions/84505;Session;https://medius.studios.ms/video/asset/PPT/IG19-BRK2258
Accessible, authentic employee engagement with Microsoft 365;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR1003;Microsoft 365 Social and Intranet, Microsoft 365, Microsoft 365 Meetings and Voice;https://myignite.techcommunity.microsoft.com/sessions/80310;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR1003
Achieve greater business outcomes by modernizing the firstline employee experience with Microsoft 365;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2259;;https://myignite.techcommunity.microsoft.com/sessions/84498;Session;https://medius.studios.ms/video/asset/PPT/IG19-BRK2259
Achieving petabyte-scale data ingestion with Azure Data Factory;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3046;Azure Analytics, Azure, Azure Databases;https://myignite.techcommunity.microsoft.com/sessions/81058;Session;
Achieving zero downtime deployments with Azure DevOps and Kubernetes;;Azure Containers, Azure, Azure DevOps ;https://myignite.techcommunity.microsoft.com/sessions/79479;;
Activating your App from the Cloud;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR3154;;https://myignite.techcommunity.microsoft.com/sessions/83740;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR3154
Adaptive Cards: Powering the next generation of contextual user experiences in your apps and Microsoft 365;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3074;;https://myignite.techcommunity.microsoft.com/sessions/81641;;
Adding interactivity to your apps with SignalR;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2373;Tooling & Languages Other, Tooling & Languages;https://myignite.techcommunity.microsoft.com/sessions/87759;Session;
Addressing top management issues with users and groups;;Microsoft 365 Device and Application Management, Microsoft 365, Microsoft 365 Identity and Access Management, Microsoft 365 Security Management;https://myignite.techcommunity.microsoft.com/sessions/81568;Session;
Admin experiences across Microsoft 365: Roundtable topics;;Microsoft 365 Device and Application Management, Microsoft 365;https://myignite.techcommunity.microsoft.com/sessions/85202;Hands-on Session;
Admin experiences across Microsoft 365: Roundtable topics (Repeat);;Microsoft 365 Device and Application Management, Microsoft 365;https://myignite.techcommunity.microsoft.com/sessions/87356;Hands-on Session;
Admin in a day: Managing Power Apps and Microsoft Flow in your enterprise;;;https://myignite.techcommunity.microsoft.com/sessions/77830;;
Adopting the Microsoft Power Platform in the enterprise;https://medius.studios.ms/video/asset/HIGHMP4/IG19-THR2178;Power Platform PowerApps, Power Platform, Power Platform Microsoft Flow;https://myignite.techcommunity.microsoft.com/sessions/83523;Session;https://medius.studios.ms/video/asset/PPT/IG19-THR2178
Advanced data prep with Power BI dataflows;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3278;Power Platform Power BI, Power Platform;https://myignite.techcommunity.microsoft.com/sessions/83503;Customer Showcase;
Advanced monitoring: Azure Monitor best practices you should know;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3181;Azure Management and Governance, Azure;https://myignite.techcommunity.microsoft.com/sessions/81590;Session;https://medius.studios.ms/video/asset/PPT/IG19-BRK3181
Advanced Natural Language Understanding (NLU) models using LUIS and Azure Cognitive Services;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2188;Azure AI + Machine Learning, Azure;https://myignite.techcommunity.microsoft.com/sessions/83914;Session;https://medius.studios.ms/video/asset/PPT/IG19-BRK2188
Advanced networking best practices with Azure ExpressRoute;https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK3172;Azure Migration, Azure;https://myignite.techcommunity.microsoft.com/sessions/82948;Session;https://medius.studios.ms/video/asset/PPT/IG19-BRK3172
Advanced Reporting and Diagnostics using Call Quality Dashboard (CQD);https://medius.studios.ms/video/asset/HIGHMP4/IG19-BRK2249;;https://myignite.techcommunity.microsoft.com/sessions/84576;Session;
